restaurant_id,name,location,rating,total_ratings,price_for_2,cusines
354531,Burger Seigneur,Sobha Mall,4.4,1000,1200,American
354531,Burger Seigneur,Sobha Mall,4.4,1000,1200,Continental
428,Biryani Pot,BTM Layout,3.9,10000,500,North Indian
428,Biryani Pot,BTM Layout,3.9,10000,500,Biryani
5938,Burger King,Shivaji Nagar,4.1,10000,350,Burgers
5938,Burger King,Shivaji Nagar,4.1,10000,350,American
312849,Chopstick,R.T. Nagar,4.0,1000,350,Chinese
312849,Chopstick,R.T. Nagar,4.0,1000,350,Thai
30531,Hotel Empire,Hotel Empire International,4.2,10000,450,North Indian
30531,Hotel Empire,Hotel Empire International,4.2,10000,450,Kebabs
354884,Chinese Panda,Jeevan Bima Nagar,4.1,1000,350,Chinese
354884,Chinese Panda,Jeevan Bima Nagar,4.1,1000,350,Thai
62647,Pizza Hut,Mg Road,3.9,1000,500,Pizzas
94703,Sri Punjabi Dhaba,BTM Layout,3.1,10000,300,North Indian
94703,Sri Punjabi Dhaba,BTM Layout,3.1,10000,300,Biryani
345726,CHINESE KITCHEN,Ejipura,4.0,1000,300,Chinese
345726,CHINESE KITCHEN,Ejipura,4.0,1000,300,Indian
215852,Third Wave Coffee,Indiranagar,4.4,1000,400,Beverages
215852,Third Wave Coffee,Indiranagar,4.4,1000,400,Bakery
210945,Royal Restaurant,Shivaji Nagar,3.9,5000,300,Chinese
210945,Royal Restaurant,Shivaji Nagar,3.9,5000,300,North Indian
391270,Chinese Wok,Kalyan Nagar,3.8,1000,250,Chinese
391270,Chinese Wok,Kalyan Nagar,3.8,1000,250,Asian
526859,Aubree,Sanjay Nagar,4.3,1000,700,Desserts
526859,Aubree,Sanjay Nagar,4.3,1000,700,Bakery
354939,Shanghai House,Indiranagar,3.9,1000,400,Chinese
354939,Shanghai House,Indiranagar,3.9,1000,400,Thai
3241,Meghana Foods,Ashok Nagar,4.5,10000,500,Biryani
3241,Meghana Foods,Ashok Nagar,4.5,10000,500,Andhra
482672,La Pino'z Pizza,Indiranagar,3.8,1000,500,Pizzas
482672,La Pino'z Pizza,Indiranagar,3.8,1000,500,Pastas
490568,NOTO - Healthy Ice Cream,Indiranagar,4.4,500,250,Desserts
490568,NOTO - Healthy Ice Cream,Indiranagar,4.4,500,250,Ice Cream
688356,Go Zero - Guilt Free Ice Creams,Koramangala,4.0,4,150,Ice Cream
688356,Go Zero - Guilt Free Ice Creams,Koramangala,4.0,4,150,Desserts
196047,New Taj Darbar,Shivaji Nagar,3.5,5000,300,Biryani
196047,New Taj Darbar,Shivaji Nagar,3.5,5000,300,Indian
335220,IFC,Kalyan Nagar,4.1,1000,250,Burgers
334501,Le MoMo,Sahakara Nagar,3.8,1000,150,Chinese
71042,NEW Mahesh friends food center,BTM Layout,3.2,5000,200,Chinese
71042,NEW Mahesh friends food center,BTM Layout,3.2,5000,200,North Indian
43836,McDonald's,Ashok Nagar,4.2,10000,400,Burgers
43836,McDonald's,Ashok Nagar,4.2,10000,400,Beverages
48581,Rotti Walla,Indiranagar,4.0,10000,200,North Indian
48581,Rotti Walla,Indiranagar,4.0,10000,200,Chinese
347868,KFC,Vasanth Nagar,3.6,1000,400,Burgers
347868,KFC,Vasanth Nagar,3.6,1000,400,Biryani
607314,Namaste,Vijayanagar,4.1,1000,100,South Indian
607314,Namaste,Vijayanagar,4.1,1000,100,Thalis
203015,Shapana dhaba,BTM Layout,3.4,1000,150,Chinese
203015,Shapana dhaba,BTM Layout,3.4,1000,150,North Indian
580691,Rollsking,Koramangala,4.1,1000,300,North Indian
580691,Rollsking,Koramangala,4.1,1000,300,Fast Food
252618,Al-Bek,Rajajinagar,4.0,5000,500,Arabian
252618,Al-Bek,Rajajinagar,4.0,5000,500,Tandoor
34269,Hamza hotel,Shivaji Nagar,4.2,10000,300,Continental
34269,Hamza hotel,Shivaji Nagar,4.2,10000,300,Street Food
32603,Leon's - Burgers & Wings (Leon Grill),Indiranagar,4.3,10000,300,American
32603,Leon's - Burgers & Wings (Leon Grill),Indiranagar,4.3,10000,300,Snacks
279735,Easy Bites by Hotel Empire,Ashok Nagar,4.1,1000,150,Snacks
279735,Easy Bites by Hotel Empire,Ashok Nagar,4.1,1000,150,Fast Food
571337,Sri Ram Bhojanalay,Indiranagar,3.8,100,5,North Indian
571337,Sri Ram Bhojanalay,Indiranagar,3.8,100,5,Bengali
63957,Madeena Hotel,Koramangala,4.1,10000,250,Biryani
63957,Madeena Hotel,Koramangala,4.1,10000,250,Mughlai
485771,Sree Banashankari Donne Biryani,Basaveshwara Nagar,3.7,500,250,Biryani
485771,Sree Banashankari Donne Biryani,Basaveshwara Nagar,3.7,500,250,South Indian
352906,Chicking,New BEL Road,4.0,1000,400,Fast Food
352906,Chicking,New BEL Road,4.0,1000,400,American
374455,Kwality Walls Frozen Dessert and Ice Cream Shop,BTM Layout,4.7,1000,300,Desserts
374455,Kwality Walls Frozen Dessert and Ice Cream Shop,BTM Layout,4.7,1000,300,Ice Cream
224868,Ambur Dum Biriyani,Indiranagar,3.8,1000,300,Indian
224868,Ambur Dum Biriyani,Indiranagar,3.8,1000,300,Mughlai
170539,Donne Biryani Adda,Indiranagar,3.2,500,200,Biryani
170539,Donne Biryani Adda,Indiranagar,3.2,500,200,South Indian
546402,Biriyani @99,Kalyan Nagar,3.0,100,200,Indian
546402,Biriyani @99,Kalyan Nagar,3.0,100,200,Biryani
382447,Royal Donne Biryani,HBR Layout,3.4,1000,400,Biryani
382447,Royal Donne Biryani,HBR Layout,3.4,1000,400,Chinese
336822,Onesta,Koramangala,3.9,500,200,Italian
336822,Onesta,Koramangala,3.9,500,200,Desserts
132622,Marwadi Chaat & Tiffin Services Shanti nagar,Shanti Nagar,3.7,5000,300,Rajasthani
132622,Marwadi Chaat & Tiffin Services Shanti nagar,Shanti Nagar,3.7,5000,300,North Indian
8244,Polar Bear Ice Cream Sundaes,Koramangala,4.4,10000,200,Ice Cream
8244,Polar Bear Ice Cream Sundaes,Koramangala,4.4,10000,200,Desserts
312846,Chinese BAE,R.T. Nagar,3.9,5000,400,Chinese
312846,Chinese BAE,R.T. Nagar,3.9,5000,400,Thai
449276,Wendy's Burgers,Basaveshwara Nagar,3.9,1000,200,Fast Food
449276,Wendy's Burgers,Basaveshwara Nagar,3.9,1000,200,Snacks
570178,Om Sai Ram Food Junction,Indiranagar,3.8,100,5,North Indian
570178,Om Sai Ram Food Junction,Indiranagar,3.8,100,5,Bengali
402919,Maharaja Military Canteen - Donne Biryani,R.T. Nagar,4.0,500,300,Biryani
402919,Maharaja Military Canteen - Donne Biryani,R.T. Nagar,4.0,500,300,South Indian
576839,Om meals and paratha junction,Domlur,4.0,100,5,North Indian
576839,Om meals and paratha junction,Domlur,4.0,100,5,Thalis
35188,Savoury Seashell Restaurant,Bannerghatta Road,4.0,10000,600,Arabian
35188,Savoury Seashell Restaurant,Bannerghatta Road,4.0,10000,600,Indian
360982,New kadai restaurant,R.T. Nagar,4.0,1000,600,Tandoor
360982,New kadai restaurant,R.T. Nagar,4.0,1000,600,Biryani
174211,Five Star Chicken,R.T. Nagar,3.0,1000,200,Snacks
70499,Imperial Restaurant,Ashok Nagar,4.3,5000,400,Tandoor
70499,Imperial Restaurant,Ashok Nagar,4.3,5000,400,Biryani
436179,MAFUQ BIRYANI,BTM Layout,3.7,100,300,Biryani
436179,MAFUQ BIRYANI,BTM Layout,3.7,100,300,Chinese
135434,The Bowl Company,Indiranagar,4.4,10000,300,Pan-Asian
135434,The Bowl Company,Indiranagar,4.4,10000,300,Continental
574268,The Meals Junction,Indiranagar,3.7,100,5,North Indian
574268,The Meals Junction,Indiranagar,3.7,100,5,Bengali
70161,Imperio Restaurant,HRBR Layout,3.9,10000,300,Chinese
70161,Imperio Restaurant,HRBR Layout,3.9,10000,300,South Indian
939,Rolls On Wheels,Domlur,4.2,10000,300,Fast Food
939,Rolls On Wheels,Domlur,4.2,10000,300,North Indian
288644,Imperio Juice and Ice creams,HRBR Layout,4.1,1000,250,Juices
371381,Al Taj,Koramangala,3.5,500,200,Chinese
371381,Al Taj,Koramangala,3.5,500,200,Indian
23423,Samosa Party,Jeevan Bima Nagar,4.3,10000,150,Fast Food
23423,Samosa Party,Jeevan Bima Nagar,4.3,10000,150,Snacks
35186,Savoury Restaurant,BTM Layout,4.0,10000,600,Arabian
35186,Savoury Restaurant,BTM Layout,4.0,10000,600,Indian
37025,7 Plates,Kalyan Nagar,4.1,10000,450,Biryani
37025,7 Plates,Kalyan Nagar,4.1,10000,450,Chinese
304566,SABZI AUR ROTI,BTM Layout,3.5,500,150,Indian
496423,Dum Biryani Hub,BTM Layout,3.5,500,450,Biryani
496423,Dum Biryani Hub,BTM Layout,3.5,500,450,North Indian
454000,Biryani Hotel,Koramangala,3.3,100,150,Biryani
454000,Biryani Hotel,Koramangala,3.3,100,150,Indian
438611,TANDOORWAALA,Koramangala,3.2,500,300,Thalis
438611,TANDOORWAALA,Koramangala,3.2,500,300,Indian
362852,Craving O Clock,BTM Layout,4.3,1000,300,Snacks
362852,Craving O Clock,BTM Layout,4.3,1000,300,Beverages
335221,Biryani Mount,Kalyan Nagar,3.9,500,400,Biryani
335221,Biryani Mount,Kalyan Nagar,3.9,500,400,Indian
685759,The Rameshwaram Cafe,J.P. Nagar,4.5,100,250,South Indian
218496,89 Express Dhaba,BTM Layout,3.3,100,89,North Indian
218496,89 Express Dhaba,BTM Layout,3.3,100,89,Rajasthani
115730,Biryani Khazana,Indiranagar,3.8,1000,250,Biryani
657599,Pizza Town,Shivaji Nagar,3.3,20,400,Pizzas
263493,Sri Ram Bhojanalay,Mathikere,3.8,1000,10,American
263493,Sri Ram Bhojanalay,Mathikere,3.8,1000,10,Biryani
353226,Rajasthani Taj restaurant,BTM Layout,2.6,1000,200,North Indian
353226,Rajasthani Taj restaurant,BTM Layout,2.6,1000,200,Beverages
4737,Shetty's Lunch Home,Dinnur Main Road,3.9,10000,296,North Indian
4737,Shetty's Lunch Home,Dinnur Main Road,3.9,10000,296,Mangalorean
5312,Meat and Eat,Indiranagar,4.0,10000,300,Biryani
42060,Sharief Bhai,Koramangala,4.1,10000,400,Mughlai
42060,Sharief Bhai,Koramangala,4.1,10000,400,Biryani
155541,Sreeraj Lassi Bar 1973s,Shivaji Nagar,4.3,500,250,Desserts
155541,Sreeraj Lassi Bar 1973s,Shivaji Nagar,4.3,500,250,Juices
139114,Main Lassi Shop,Central Bangalore,3.8,1000,250,Beverages
139114,Main Lassi Shop,Central Bangalore,3.8,1000,250,Juices
18464,Fresh Bites,Indiranagar,4.0,10000,200,North Indian
18464,Fresh Bites,Indiranagar,4.0,10000,200,South Indian
531381,Olio - The Wood Fired Pizzeria,Indiranagar,4.1,1000,300,Pizzas
531381,Olio - The Wood Fired Pizzeria,Indiranagar,4.1,1000,300,Italian
636231,Indian Drinks by Living Food,J.P. Nagar,4.0,4,300,Juices
195274,Lassi and Juice,Shivaji Nagar,3.9,1000,150,Continental
195274,Lassi and Juice,Shivaji Nagar,3.9,1000,150,Desserts
495055,Afghani Tandoori Hub,BTM Layout,3.4,500,250,Biryani
495055,Afghani Tandoori Hub,BTM Layout,3.4,500,250,Chinese
640595,The Pastry Zone,Koramangala,4.1,100,450,Desserts
640595,The Pastry Zone,Koramangala,4.1,100,450,Bakery
186088,The Biryani Life,Vasanth Nagar,3.7,1000,250,Biryani
186088,The Biryani Life,Vasanth Nagar,3.7,1000,250,Mughlai
537139,NARMADA CHAIN OF RESTAURANT,Koramangala,4.3,1000,500,Biryani
537139,NARMADA CHAIN OF RESTAURANT,Koramangala,4.3,1000,500,Andhra
571338,The Punjabi kitchen,Indiranagar,3.8,50,5,North Indian
571338,The Punjabi kitchen,Indiranagar,3.8,50,5,Bengali
410242,Wok China,Indiranagar,3.7,100,300,Chinese
32729,Tandoori Merchant,BTM Layout,4.1,500,100,Andhra
32729,Tandoori Merchant,BTM Layout,4.1,500,100,Biryani
415463,Kolkata Durbar,BTM Layout,3.8,1000,300,Biryani
415463,Kolkata Durbar,BTM Layout,3.8,1000,300,Indian
359700,Biryani Bazaar,Kalyan Nagar,3.5,100,400,Biryani
359700,Biryani Bazaar,Kalyan Nagar,3.5,100,400,Indian
382567,Zinger crunch,HBR Layout,4.2,50,200,Indian
440349,Sultan dum biryani,Indiranagar,3.8,100,300,Biryani
440349,Sultan dum biryani,Indiranagar,3.8,100,300,Desserts
657861,The Belgian Waffle Co.,R.T. Nagar,4.5,100,200,Waffle
657861,The Belgian Waffle Co.,R.T. Nagar,4.5,100,200,Desserts
359881,Andhra Meals Express,HSR Layout,4.4,5000,300,Andhra
359881,Andhra Meals Express,HSR Layout,4.4,5000,300,Biryani
314691,Momoz,R.T. Nagar,4.0,5000,350,Chinese
314691,Momoz,R.T. Nagar,4.0,5000,350,Thai
38745,Swad Restaurant,Nagawara,3.6,1000,20,South Indian
38745,Swad Restaurant,Nagawara,3.6,1000,20,Chinese
574255,Lucknow Express,Indiranagar,3.8,100,10,North Indian
574255,Lucknow Express,Indiranagar,3.8,100,10,Bengali
562630,temperature,Indiranagar,4.0,100,400,Beverages
562630,temperature,Indiranagar,4.0,100,400,American
39166,Punjabi Dhaba,Indiranagar,3.6,10000,200,North Indian
39166,Punjabi Dhaba,Indiranagar,3.6,10000,200,Punjabi
337989,Alba Cafe,Kalyan Nagar,3.5,100,400,Indian
653780,Baba Ka Khana,BTM Layout,4.2,50,300,Indian
653780,Baba Ka Khana,BTM Layout,4.2,50,300,Chinese
293023,Istah - The Mediterranean Way,Koramangala,4.3,10000,250,Arabian
293023,Istah - The Mediterranean Way,Koramangala,4.3,10000,250,Biryani
18975,Nandhana Palace,Rajajinagar,4.2,10000,500,Biryani
18975,Nandhana Palace,Rajajinagar,4.2,10000,500,Andhra
23846,Domino's Pizza,Richmond Town,4.2,10000,400,Pizzas
23846,Domino's Pizza,Richmond Town,4.2,10000,400,Italian
323390,Lajawaab,R.T. Nagar,3.8,1000,350,North Indian
323390,Lajawaab,R.T. Nagar,3.8,1000,350,Chinese
44462,XO Belgian Waffle,Koramangala,4.3,10000,250,Desserts
335382,Coorg Spicy Kadai,HBR Layout,3.6,100,400,South Indian
335382,Coorg Spicy Kadai,HBR Layout,3.6,100,400,Biryani
360031,The royal burgers,New BEL Road,3.9,50,200,Snacks
360031,The royal burgers,New BEL Road,3.9,50,200,Combo
285175,Thalairaj Biryani,Indiranagar,4.2,1000,300,Andhra
285175,Thalairaj Biryani,Indiranagar,4.2,1000,300,Biryani
368635,Chinese Trail,R.T. Nagar,4.2,1000,350,Chinese
368635,Chinese Trail,R.T. Nagar,4.2,1000,350,Thai
232568,Oven Story Pizza,Seshadripuram,4.0,500,400,Pizzas
232568,Oven Story Pizza,Seshadripuram,4.0,500,400,Pastas
530040,Meghduth Biryanis,Sanjay Nagar,4.0,100,400,Biryani
530040,Meghduth Biryanis,Sanjay Nagar,4.0,100,400,Andhra
657064,Pizza House,Shivaji Nagar,2.9,20,400,Pizzas
29784,CakeZone,Indiranagar,4.3,10000,200,Bakery
29784,CakeZone,Indiranagar,4.3,10000,200,Desserts
519477,Ghar Wali Khana,BTM Layout,3.9,500,250,North Indian
519477,Ghar Wali Khana,BTM Layout,3.9,500,250,Chinese
606525,Lassi Shop,BTM Layout,3.2,50,150,Beverages
606525,Lassi Shop,BTM Layout,3.2,50,150,Italian
281221,BIRIYANI HOUSE,BTM Layout,2.9,100,350,Biryani
415042,Royal Biryani Kitchen,BTM Layout,3.2,100,250,Biryani
415042,Royal Biryani Kitchen,BTM Layout,3.2,100,250,Chinese
546530,Biryani leaf,BTM Layout,3.8,20,300,Biryani
546530,Biryani leaf,BTM Layout,3.8,20,300,Chinese
162807,Indori Poha,Koramangala,4.1,1000,200,North Indian
162807,Indori Poha,Koramangala,4.1,1000,200,Snacks
564812,NORTH KA THADKA,BTM Layout,4.2,100,299,North Indian
564812,NORTH KA THADKA,BTM Layout,4.2,100,299,Indian
531382,Crusto's - Cheese Burst Pizza,Indiranagar,4.1,500,300,Pizzas
531382,Crusto's - Cheese Burst Pizza,Indiranagar,4.1,500,300,Italian
459064,Crispy Crunchy Chick,Koramangala,2.9,20,200,Arabian
459064,Crispy Crunchy Chick,Koramangala,2.9,20,200,Snacks
19096,Faasos - Wraps & Rolls,Vasanth Nagar,4.3,5000,200,Kebabs
19096,Faasos - Wraps & Rolls,Vasanth Nagar,4.3,5000,200,Fast Food
279829,Empire Juices and Desserts,Ashok Nagar,2.8,20,200,Ice Cream
279829,Empire Juices and Desserts,Ashok Nagar,2.8,20,200,Juices
342840,Andhra Delight,Koramangala,4.0,1000,300,Biryani
342840,Andhra Delight,Koramangala,4.0,1000,300,South Indian
328971,Chuckling Chinese,BTM Layout,4.0,1000,300,Chinese
371178,Mallu family Restaurant,BTM Layout,3.6,500,200,Indian
371178,Mallu family Restaurant,BTM Layout,3.6,500,200,Chinese
345404,Midnight Rascals Pizza - MRP,BTM Layout,3.4,20,300,Pizzas
345404,Midnight Rascals Pizza - MRP,BTM Layout,3.4,20,300,Snacks
50310,Swiss Cream - Ice Creams and More,Old Madras Road,4.0,10000,250,Desserts
50310,Swiss Cream - Ice Creams and More,Old Madras Road,4.0,10000,250,Ice Cream
230753,Delhi Jaipur Express Kitchen,BTM Layout,3.4,100,250,North Indian
666520,Grill Shawarma Cafe,BTM Layout,3.8,20,150,Snacks
666520,Grill Shawarma Cafe,BTM Layout,3.8,20,150,Beverages
402710,WarmOven Cake & Desserts,Vasanth Nagar,3.8,500,200,Bakery
402710,WarmOven Cake & Desserts,Vasanth Nagar,3.8,500,200,Desserts
124023,Daily Chinese,BTM Layout,2.7,1000,200,Chinese
40100,Ghar Ki Rasoi,Indiranagar,3.8,1000,300,Chinese
40100,Ghar Ki Rasoi,Indiranagar,3.8,1000,300,Italian
398320,Biryani Lovers Joint,Mathikere,3.6,100,350,Biryani
398320,Biryani Lovers Joint,Mathikere,3.6,100,350,Indian
1010,Khan Saheb Grills and Rolls,Indiranagar,4.3,10000,300,Tandoor
1010,Khan Saheb Grills and Rolls,Indiranagar,4.3,10000,300,Mughlai
328786,Snacks Corner,Indiranagar,3.9,1000,350,Snacks
328786,Snacks Corner,Indiranagar,3.9,1000,350,North Indian
442789,The Dessert Heaven - Pure Veg,Indiranagar,4.5,100,200,Bakery
442789,The Dessert Heaven - Pure Veg,Indiranagar,4.5,100,200,Desserts
381557,punjab time,BTM Layout,3.2,100,150,North Indian
663798,Burger In Moon,BTM Layout,4.1,20,250,Burgers
663798,Burger In Moon,BTM Layout,4.1,20,250,Fast Food
61790,Sardarji Londonwaley,Koramangala,3.8,10000,350,Indian
61790,Sardarji Londonwaley,Koramangala,3.8,10000,350,North Indian
538507,Cake House,Kalyan Nagar,3.4,20,250,Bakery
111524,Yumlane Pizza,Koramangala,3.7,1000,300,Pizzas
111524,Yumlane Pizza,Koramangala,3.7,1000,300,Beverages
641391,Pizza point,Banaswadi,3.3,20,200,Pizzas
641391,Pizza point,Banaswadi,3.3,20,200,Burgers
252607,Baskin Robbins Ice Cream Desserts,Malleshwaram,4.4,100,250,Desserts
252607,Baskin Robbins Ice Cream Desserts,Malleshwaram,4.4,100,250,Ice Cream
577017,Crispy Studio,J.P. Nagar,4.3,1000,400,Burgers
577017,Crispy Studio,J.P. Nagar,4.3,1000,400,Biryani
654841,HFC Call Me Kabab,J.P. Nagar,3.7,50,300,Biryani
654841,HFC Call Me Kabab,J.P. Nagar,3.7,50,300,North Indian
303980,The Bangalore Creamery,Indiranagar,4.0,1000,250,Bakery
303980,The Bangalore Creamery,Indiranagar,4.0,1000,250,Desserts
369460,Keventers - Milkshakes & Desserts,Rajajinagar,4.1,1000,200,Beverages
369460,Keventers - Milkshakes & Desserts,Rajajinagar,4.1,1000,200,Ice Cream
693687,Donne Biryani Mane,BTM Layout,2.7,20,299,Biryani
693687,Donne Biryani Mane,BTM Layout,2.7,20,299,South Indian
392828,Big Bowl (Big Bowl Company),Adugodi,3.8,1000,250,North Indian
392828,Big Bowl (Big Bowl Company),Adugodi,3.8,1000,250,Chinese
40098,Thottathil Restaurant,BTM Layout,3.9,10000,200,South Indian
421765,Karavali Family Restaurant,Brigade Road,4.0,500,200,Mangalorean
421765,Karavali Family Restaurant,Brigade Road,4.0,500,200,Seafood
3209,Pathaan Sir,Koramangala,3.8,50,200,Fast Food
3209,Pathaan Sir,Koramangala,3.8,50,200,North Indian
326865,Anand Sweets & Savouries,New BEL Road,4.4,1000,150,Sweets
326865,Anand Sweets & Savouries,New BEL Road,4.4,1000,150,North Indian
337745,ARS JUICE JUNCTION,Indiranagar,4.0,100,200,Beverages
337745,ARS JUICE JUNCTION,Indiranagar,4.0,100,200,Snacks
403197,The Dessert Zone,Vasanth Nagar,3.5,20,200,Bakery
403197,The Dessert Zone,Vasanth Nagar,3.5,20,200,Desserts
661002,Shawarma On Wheels,R.T. Nagar,4.0,100,400,Arabian
661002,Shawarma On Wheels,R.T. Nagar,4.0,100,400,Snacks
331722,The Firewood Pizza,Tavarekere,3.7,500,150,Italian
331722,The Firewood Pizza,Tavarekere,3.7,500,150,Pizzas
589412,No.10 Fort Cochin,Indiranagar,4.2,500,500,Seafood
589412,No.10 Fort Cochin,Indiranagar,4.2,500,500,Kerala
47626,Beijing Bites,Royal Plaza,4.2,10000,450,Chinese
333774,Darjeeling Hot Momos,BTM Layout,4.3,1000,150,Chinese
658363,Pizza Box,Shivaji Nagar,4.0,4,400,Pizzas
32780,Late Night,J.P. Nagar,4.2,10000,300,Biryani
32780,Late Night,J.P. Nagar,4.2,10000,300,North Indian
681873,Arbabi,BTM Layout,4.5,50,250,Biryani
681873,Arbabi,BTM Layout,4.5,50,250,North Indian
231499,Biryani Crafts,BTM Layout,3.9,1000,250,Biryani
231499,Biryani Crafts,BTM Layout,3.9,1000,250,North Indian
649410,Old Town Pizzeria,BTM Layout,3.8,50,300,Pizzas
649410,Old Town Pizzeria,BTM Layout,3.8,50,300,Italian
483491,Singh Ji Food,BTM Layout,3.9,50,250,North Indian
303270,Malabar Cafe,Koramangala,3.7,1000,349,Kerala
303270,Malabar Cafe,Koramangala,3.7,1000,349,South Indian
408976,Bombay Kulfi,Kalyan Nagar,4.3,500,100,Desserts
408976,Bombay Kulfi,Kalyan Nagar,4.3,500,100,Ice Cream
206339,Midnight Eats,Shivaji Nagar,3.8,20,300,Continental
206339,Midnight Eats,Shivaji Nagar,3.8,20,300,North Indian
693761,Mantra's Donne Biryani,BTM Layout,3.7,20,300,Biryani
693761,Mantra's Donne Biryani,BTM Layout,3.7,20,300,Kebabs
641704,Sweet Bake - Cake & Desserts,Koramangala,4.4,50,150,Bakery
641704,Sweet Bake - Cake & Desserts,Koramangala,4.4,50,150,Desserts
95907,Maggi N Maggi House,Bilekahalli,3.7,1000,100,Chinese
95907,Maggi N Maggi House,Bilekahalli,3.7,1000,100,Beverages
14195,Cream Stone Ice Cream,Koramangala,3.9,10000,250,Ice Cream
14195,Cream Stone Ice Cream,Koramangala,3.9,10000,250,Desserts
422128,Baba Ganoush,Koramangala,4.3,100,300,Arabian
422128,Baba Ganoush,Koramangala,4.3,100,300,Snacks
672074,Subway,Sobha Mall,4.0,50,350,Salads
672074,Subway,Sobha Mall,4.0,50,350,Snacks
10823,California Burrito,Sri Avenue,4.4,10000,250,Mexican
10823,California Burrito,Sri Avenue,4.4,10000,250,American
457308,Bakingo,Indiranagar,4.3,1000,300,Bakery
457308,Bakingo,Indiranagar,4.3,1000,300,Desserts
700148,Swaad Kitchen Mart,Rajajinagar,4.0,4,200,Pastas
700148,Swaad Kitchen Mart,Rajajinagar,4.0,4,200,Chinese
382537,Singh Da Punjabi Dhaba,Koramangala,3.7,1000,200,Punjabi
382537,Singh Da Punjabi Dhaba,Koramangala,3.7,1000,200,Tandoor
644617,Beyond The Crust - BTC,BTM Layout,4.0,4,250,Desserts
439967,Tamilian Lunch House Since 1973,Koramangala,4.1,100,250,North Indian
439967,Tamilian Lunch House Since 1973,Koramangala,4.1,100,250,Biryani
281220,TASTE OF BIHAR,BTM Layout,3.6,100,300,Indian
2824,Fanoos,Richmond Road,4.1,10000,300,Biryani
2824,Fanoos,Richmond Road,4.1,10000,300,Tandoor
7069,Cafe Coffee Day,Indiranagar,4.2,5000,300,Beverages
7069,Cafe Coffee Day,Indiranagar,4.2,5000,300,Snacks
62939,LunchBox - Meals and Thalis,Vasanth Nagar,4.2,5000,200,Biryani
62939,LunchBox - Meals and Thalis,Vasanth Nagar,4.2,5000,200,North Indian
31627,Hyderabad Biryaani House,Koramangala,4.0,10000,350,Biryani
31627,Hyderabad Biryaani House,Koramangala,4.0,10000,350,Mughlai
252213,Lassi Corner,Koramangala,3.2,100,199,Beverages
252213,Lassi Corner,Koramangala,3.2,100,199,Ice Cream
591223,Bihar ki rasoi,Indiranagar,3.7,100,10,Indian
591223,Bihar ki rasoi,Indiranagar,3.7,100,10,Chinese
414546,CALCUTTA STREET,BTM Layout,3.9,50,350,Bengali
414546,CALCUTTA STREET,BTM Layout,3.9,50,350,Biryani
310548,Oven Theory Pizza - OTP,BTM Layout,4.1,500,150,Pizzas
310548,Oven Theory Pizza - OTP,BTM Layout,4.1,500,150,Italian
501638,IDC Kitchen,Residency Road,4.4,500,200,South Indian
501638,IDC Kitchen,Residency Road,4.4,500,200,North Indian
390829,The Best Snacks Adda,New BEL Road,3.7,100,20,South Indian
390829,The Best Snacks Adda,New BEL Road,3.7,100,20,Biryani
39376,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",Ashok Nagar,4.2,1000,250,Beverages
39376,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",Ashok Nagar,4.2,1000,250,Desserts
640857,Dum Burger,Koramangala,4.0,4,175,Burgers
383618,Double scoop,Mathikere,4.2,100,300,Desserts
383618,Double scoop,Mathikere,4.2,100,300,Ice Cream
381565,GHAR WALA KHANA,BTM Layout,3.5,100,150,Indian
485078,Momo Zone - The Momo Company,Vasanth Nagar,2.8,50,200,Chinese
485078,Momo Zone - The Momo Company,Vasanth Nagar,2.8,50,200,Tibetan
308509,Zomoz - The Momo Company,Indiranagar,4.2,1000,250,Tibetan
308509,Zomoz - The Momo Company,Indiranagar,4.2,1000,250,Chinese
186503,Habibi Falafel,Indiranagar,4.4,5000,300,Middle Eastern
186503,Habibi Falafel,Indiranagar,4.4,5000,300,Lebanese
602557,World Of Chinese,Indiranagar,4.1,50,300,Chinese
602557,World Of Chinese,Indiranagar,4.1,50,300,Indian
429201,ViVidha Biryani Joint,Yeshwantpur,3.8,100,350,Indian
429201,ViVidha Biryani Joint,Yeshwantpur,3.8,100,350,Biryani
168421,Shakeshack,Domlur,4.2,500,300,Bakery
168421,Shakeshack,Domlur,4.2,500,300,Desserts
442031,Keventers Ice Cream,Rajajinagar,3.9,100,200,Ice Cream
442031,Keventers Ice Cream,Rajajinagar,3.9,100,200,Desserts
335155,Imperio Combo King,Kalyan Nagar,4.4,50,250,North Indian
475800,24/7 JUICE N SNACKS HUB,Koramangala,3.2,100,200,Fast Food
475800,24/7 JUICE N SNACKS HUB,Koramangala,3.2,100,200,Juices
543235,Biryani Blues,Indiranagar,4.1,500,400,Biryani
543235,Biryani Blues,Indiranagar,4.1,500,400,Hyderabadi
557842,CHINESE HUT,Koramangala,3.5,50,200,Chinese
3434,Nandhini Deluxe,St. Marks Road,4.2,100,500,Andhra
3434,Nandhini Deluxe,St. Marks Road,4.2,100,500,Biryani
641632,The Celebration Cakes And Desserts,Koramangala,4.2,50,150,Bakery
641632,The Celebration Cakes And Desserts,Koramangala,4.2,50,150,Desserts
3013,Backyard Burgers and Grill,Indiranagar,4.0,100,250,Burgers
3013,Backyard Burgers and Grill,Indiranagar,4.0,100,250,Snacks
